Age,Gender,OrderedItem,When,Order Type,,
15,1,Chips Masala,Evening,Take Away,,
31,0,Chips Masala,Evening,Take Away,,
29,1,Chips Masala,Evening,Take Away,,
19,1,Chips Masala,Evening,Take Away,,
20,1,Chips Masala,Evening,Take Away,,
29,1,Chips Masala,Evening,Take Away,,
22,1,Chips Masala,Evening,Take Away,,
35,1,Chips Masala,Evening,Take Away,,
35,0,Chips Masala,Evening,Take Away,,
8,0,Chips Masala,Evening,Take Away,,
8,0,Chips Masala,Evening,Take Away,,
12,1,Chips Masala,Evening,Take Away,,
18,0,Chips Masala,Evening,Take Away,,
11,0,Chips Masala,Evening,Take Away,,
18,1,Chips Masala,Evening,Take Away,,
22,1,Chips Masala,Evening,Take Away,,
16,1,Chips Masala,Evening,Take Away,,
20,0,Chips Masala,Evening,Take Away,,
16,0,Chips Masala,Evening,Take Away,,
23,0,Chips Masala,Evening,Take Away,,
28,1,Chips Masala,Evening,Take Away,,
20,1,Chips Masala,Evening,Take Away,,
25,1,Chips Masala,Evening,Take Away,,
27,0,Chips Masala,Evening,Take Away,,
21,1,Chips Masala,Evening,Take Away,,
21,1,Chips Masala,Evening,Take Away,,
26,1,Chips Masala,Evening,Take Away,,
20,0,Chips Masala,Evening,Take Away,,
31,0,Chips Masala,Evening,Take Away,,
9,0,Chips Masala,Evening,Take Away,,
8,1,Chips Masala,Evening,Take Away,,
13,0,Chips Masala,Evening,Take Away,,
11,1,Chips Masala,Evening,Take Away,,
8,0,Chips Masala,Evening,Take Away,,
17,1,Chips Masala,Evening,Take Away,,
7,0,Chips Masala,Evening,Take Away,,
12,0,Chips Masala,Evening,Take Away,,
14,0,Chips Masala,Evening,Take Away,,
17,1,Chips Masala,Evening,Take Away,,
17,1,Chips Masala,Evening,Take Away,,
18,0,Chips Masala,Evening,Take Away,,
17,1,Chips Masala,Evening,Take Away,,
17,1,Chips Masala,Evening,Take Away,,
21,1,Chips Masala,Evening,Take Away,,
22,1,Chips Masala,Evening,Take Away,,
15,0,Chips Masala,Evening,Take Away,,
21,0,Chips Masala,Evening,Take Away,,
24,0,Chips Masala,Evening,Take Away,,
22,0,Chips Masala,Evening,Take Away,,
10,1,Chips Masala,Evening,Take Away,,
14,0,Chips Masala,Evening,Take Away,,
12,0,Chips Masala,Evening,Take Away,,
8,0,Chips Masala,Evening,Take Away,,
15,0,Chips Masala,Evening,Take Away,,
12,0,Chips Masala,Evening,Take Away,,
11,0,Chips Masala,Evening,Take Away,,
8,0,Chips Masala,Evening,Take Away,,
14,0,Chips Masala,Evening,Take Away,,
14,1,Chips Masala,Evening,Take Away,,
17,1,Chips Masala,Evening,Take Away,,
13,1,Chips Masala,Evening,Take Away,,
20,1,Chips Masala,Evening,Take Away,,
19,0,Chips Masala,Evening,Take Away,,
20,0,Chips Masala,Evening,Take Away,,
24,1,Chips Masala,Evening,Take Away,,
20,1,Chips Masala,Evening,Take Away,,
19,0,Chips Masala,Evening,Take Away,,
24,1,Chips Masala,Evening,Take Away,,
27,1,Chips Masala,Evening,Take Away,,
9,1,Chips Masala,Evening,Take Away,,
10,1,Chips Masala,Evening,Take Away,,
13,1,Chips Masala,Evening,Take Away,,
15,1,Chips Masala,Evening,Take Away,,
20,1,Chips Masala,Evening,Take Away,,
18,1,Chips Masala,Evening,Take Away,,
13,1,Chips Masala,Evening,Take Away,,
18,0,Chips Masala,Evening,Take Away,,
19,0,Chips Masala,Evening,Take Away,,
23,0,Chips Masala,Evening,Take Away,,
19,0,Chips Masala,Evening,Take Away,,
19,0,Chips Masala,Evening,Take Away,,
21,0,Chips Masala,Evening,Take Away,,
17,0,Chips Masala,Evening,Take Away,,
21,0,Chips Masala,Evening,Take Away,,
25,1,Chips Masala,Evening,Take Away,,
32,1,Chips Masala,Evening,Take Away,,
28,0,Chips Masala,Evening,Take Away,,
10,1,Chips Masala,Evening,Take Away,,
18,1,Chips Masala,Evening,Take Away,,
13,1,Chips Masala,Evening,Take Away,,
7,1,Chips Masala,Evening,Take Away,,
12,1,Chips Masala,Evening,Take Away,,
15,1,Chips Masala,Evening,Take Away,,
20,0,Chips Masala,Evening,Take Away,,
12,0,Chips Masala,Evening,Take Away,,
21,0,Chips Masala,Evening,Take Away,,
21,1,Chips Masala,Evening,Take Away,,
31,0,Chips Masala,Evening,Take Away,,
22,0,Chips Masala,Evening,Take Away,,
24,1,Chips Masala,Evening,Take Away,,
15,1,Chips Masala,Evening,Take Away,,
18,1,Chips Masala,Evening,Take Away,,
24,1,Chips Masala,Evening,Take Away,,
22,1,Chips Masala,Evening,Take Away,,
33,0,Chips Masala,Evening,Take Away,,
7,1,Chips Masala,Evening,Take Away,,
6,0,Chips Masala,Evening,Take Away,,
10,1,Chips Masala,Evening,Take Away,,
13,1,Chips Masala,Evening,Take Away,,
12,1,Chips Masala,Evening,Take Away,,
10,0,Chips Masala,Evening,Take Away,,
14,1,Chips Masala,Evening,Take Away,,
17,1,Chips Masala,Evening,Take Away,,
18,1,Chips Masala,Evening,Take Away,,
12,1,Chips Masala,Evening,Take Away,,
16,1,Chips Masala,Evening,Take Away,,
18,0,Chips Masala,Evening,Take Away,,
19,0,Chips Masala,Evening,Take Away,,
20,0,Chips Masala,Evening,Take Away,,
16,0,Chips Masala,Evening,Take Away,,
13,1,Chips Masala,Evening,Take Away,,
18,0,Chips Masala,Evening,Take Away,,
23,0,Chips Masala,Evening,Take Away,,
18,1,Chips Masala,Evening,Take Away,,
23,0,Chips Masala,Evening,Take Away,,
15,0,Chips Masala,Evening,Take Away,,
15,0,Chips Masala,Evening,Take Away,,
13,0,Chips Masala,Evening,Take Away,,
16,0,Chips Masala,Evening,Take Away,,
20,1,Chips Masala,Evening,Take Away,,
26,1,Chips Masala,Evening,Take Away,,
21,0,Chips Masala,Evening,Take Away,,
20,1,Chips Masala,Evening,Take Away,,
23,1,Chips Masala,Evening,Take Away,,
20,1,Chips Masala,Evening,Take Away,,
21,1,Chips Masala,Evening,Take Away,,
28,0,Chips Masala,Evening,Take Away,,
25,1,Chips Masala,Evening,Take Away,,
24,1,Chips Masala,Evening,Take Away,,
13,1,Chips Masala,Evening,Take Away,,
16,1,Chips Masala,Evening,Take Away,,
15,0,Chips Masala,Noon,Take Away,,
12,0,Chips Masala,Noon,Take Away,,
11,1,Chips Masala,Noon,Take Away,,
24,0,Chips Masala,Noon,Take Away,,
18,0,Chips Masala,Noon,Take Away,,
19,0,Chips Masala,Noon,Take Away,,
21,0,Chips Masala,Noon,Take Away,,
18,1,Chips Masala,Noon,Take Away,,
17,0,Chips Masala,Noon,Take Away,,
23,1,Chips Masala,Noon,Take Away,,
22,0,Chips Masala,Noon,Take Away,,
24,1,Chips Masala,Noon,Take Away,,
22,0,Chips Masala,Noon,Take Away,,
22,1,Chips Masala,Noon,Take Away,,
25,0,Chips Masala,Noon,Take Away,,
21,1,Chips Masala,Noon,Take Away,,
3,0,Chips Masala,Noon,Take Away,,
4,1,Chips Masala,Noon,Take Away,,
7,0,Chips Masala,Noon,Take Away,,
13,1,Chips Masala,Noon,Take Away,,
10,0,Chips Masala,Noon,Take Away,,
11,0,Chips Masala,Noon,Take Away,,
13,0,Chips Masala,Noon,Take Away,,
13,0,Chips Masala,Noon,Take Away,,
20,0,Chips Masala,Noon,Take Away,,
11,1,Chips Masala,Noon,Take Away,,
10,1,Chips Masala,Noon,Take Away,,
15,1,Chips Masala,Noon,Take Away,,
14,1,Chips Masala,Noon,Take Away,,
20,1,Chips Masala,Noon,Take Away,,
10,1,Chips Masala,Noon,Take Away,,
5,1,Chips Masala,Noon,Take Away,,
11,0,Chips Masala,Noon,Take Away,,
9,1,Chips Masala,Noon,Take Away,,
14,1,Chips Masala,Noon,Take Away,,
12,1,Chips Masala,Noon,Take Away,,
11,1,Chips Masala,Noon,Take Away,,
16,0,Chips Masala,Noon,Take Away,,
18,0,Chips Masala,Noon,Take Away,,
19,1,Chips Masala,Noon,Take Away,,
12,0,Chips Masala,Noon,Take Away,,
16,0,Chips Masala,Noon,Take Away,,
15,0,Chips Masala,Noon,Take Away,,
18,0,Chips Masala,Noon,Take Away,,
7,1,Chips Masala,Noon,Take Away,,
13,0,Chips Masala,Noon,Take Away,,
12,1,Chips Masala,Noon,Take Away,,
11,0,Chips Masala,Noon,Take Away,,
12,1,Chips Masala,Noon,Take Away,,
16,0,Chips Masala,Noon,Take Away,,
13,1,Chips Masala,Noon,Take Away,,
12,0,Chips Masala,Noon,Take Away,,
14,0,Chips Masala,Noon,Take Away,,
12,1,Chips Masala,Noon,Take Away,,
17,1,Chips Masala,Noon,Take Away,,
15,0,Chips Masala,Noon,Take Away,,
17,1,Chips Masala,Noon,Take Away,,
18,1,Chips Masala,Noon,Take Away,,
12,1,Chips Masala,Noon,Take Away,,
18,1,Chips Masala,Noon,Take Away,,
21,0,Chips Masala,Noon,Take Away,,
18,1,Chips Masala,Noon,Take Away,,
11,1,Chips Masala,Noon,Take Away,,
12,1,Chips Masala,Noon,Take Away,,
6,1,Chips Masala,Noon,Take Away,,
12,0,Chips Masala,Noon,Take Away,,
10,0,Chips Masala,Noon,Take Away,,
12,1,Chips Masala,Noon,Take Away,,
14,0,Chips Masala,Lunch,Take Away,,
9,0,Chips Masala,Lunch,Take Away,,
14,0,Chips Masala,Lunch,Take Away,,
18,0,Chips Masala,Lunch,Take Away,,
14,1,Chips Masala,Lunch,Take Away,,
15,0,Chips Masala,Lunch,Take Away,,
16,1,Chips Masala,Lunch,Take Away,,
14,0,Chips Masala,Lunch,Take Away,,
18,1,Chips Masala,Lunch,Take Away,,
14,0,Chips Masala,Lunch,Take Away,,
20,1,Chips Masala,Lunch,Take Away,,
17,0,Chips Masala,Lunch,Take Away,,
14,1,Chips Masala,Lunch,Take Away,,
24,1,Chips Masala,Lunch,Take Away,,
9,1,Chips Masala,Lunch,Take Away,,
15,1,Chips Masala,Lunch,Take Away,,
17,1,Chips Masala,Lunch,Take Away,,
17,0,Chips Masala,Lunch,Take Away,,
11,0,Chips Masala,Lunch,Take Away,,
13,1,Chips Masala,Lunch,Take Away,,
14,0,Chips Masala,Lunch,Take Away,,
16,0,Chips Masala,Lunch,Take Away,,
19,0,Chips Masala,Lunch,Take Away,,
15,1,Chips Masala,Lunch,Take Away,,
19,1,Chips Masala,Lunch,Take Away,,
25,0,Chips Masala,Lunch,Take Away,,
24,1,Chips Masala,Lunch,Take Away,,
15,0,Chips Masala,Lunch,Take Away,,
24,0,Chips Masala,Lunch,Take Away,,
29,0,Chips Masala,Lunch,Take Away,,
24,1,Chips Masala,Lunch,Take Away,,
37,1,Chips Masala,Lunch,Take Away,,
1,1,Chips Masala,Lunch,Take Away,,
15,1,Chips Masala,Lunch,Take Away,,
15,0,Chips Masala,Lunch,Take Away,,
14,1,Chips Masala,Lunch,Take Away,,
25,1,Chips Masala,Lunch,Take Away,,
24,1,Chips Masala,Lunch,Take Away,,
30,1,Chips Masala,Lunch,Take Away,,
30,0,Chips Masala,Lunch,Take Away,,
5,0,Chips Masala,Lunch,Take Away,,
13,1,Chips Masala,Lunch,Take Away,,
11,0,Chips Masala,Lunch,Take Away,,
11,0,Chips Masala,Lunch,Take Away,,
16,0,Chips Masala,Lunch,Take Away,,
19,0,Chips Masala,Lunch,Take Away,,
26,1,Chips Masala,Lunch,Take Away,,
18,0,Chips Masala,Lunch,Take Away,,
20,1,Chips Masala,Lunch,Take Away,,
27,0,Chips Masala,Lunch,Take Away,,
23,1,Chips Masala,Lunch,Take Away,,
23,0,Chips Masala,Lunch,Take Away,,
10,1,Chips Masala,Lunch,Take Away,,
20,0,Chips Masala,Lunch,Take Away,,
14,0,Chips Masala,Lunch,Take Away,,
21,1,Chips Masala,Lunch,Take Away,,
11,0,Chips Masala,Lunch,Take Away,,
12,0,Chips Masala,Lunch,Take Away,,
15,0,Chips Masala,Lunch,Take Away,,
20,0,Chips Masala,Lunch,Take Away,,
21,0,Chips Masala,Lunch,Take Away,,
23,1,Chips Masala,Lunch,Take Away,,
22,1,Chips Masala,Lunch,Take Away,,
19,0,Chips Masala,Lunch,Take Away,,
22,1,Chips Masala,Lunch,Take Away,,
27,1,Chips Masala,Lunch,Take Away,,
5,1,Chips Masala,Lunch,Take Away,,
10,1,Chips Masala,Lunch,Take Away,,
8,0,Chips Masala,Lunch,Take Away,,
8,1,Chips Masala,Lunch,Take Away,,
10,1,Chips Masala,Lunch,Take Away,,
14,1,Chips Masala,Lunch,Take Away,,
18,1,Chips Masala,Lunch,Take Away,,
10,0,Chips Masala,Lunch,Take Away,,
18,0,Chips Masala,Lunch,Take Away,,
12,1,Chips Masala,Lunch,Take Away,,
18,0,Chips Masala,Lunch,Take Away,,
16,0,Chips Masala,Lunch,Take Away,,
26,0,Chips Masala,Lunch,Take Away,,
20,0,Chips Masala,Lunch,Take Away,,
11,1,Chips Masala,Lunch,Take Away,,
12,0,Chips Masala,Lunch,Take Away,,
5,1,Chips Masala,Lunch,Take Away,,
13,0,Chips Masala,Lunch,Take Away,,
8,1,Chips Masala,Lunch,Take Away,,
13,0,Chips Masala,Lunch,Take Away,,
11,1,Chips Masala,Lunch,Eat In,,
18,0,Chips Masala,Lunch,Eat In,,
10,1,Chips Masala,Lunch,Eat In,,
10,0,Chips Masala,Lunch,Eat In,,
19,1,Chips Masala,Lunch,Eat In,,
15,0,Chips Masala,Lunch,Eat In,,
16,1,Chips Masala,Lunch,Eat In,,
24,0,Chips Masala,Lunch,Eat In,,
11,0,Chips Masala,Lunch,Eat In,,
16,0,Chips Masala,Lunch,Eat In,,
13,0,Chips Masala,Lunch,Eat In,,
17,0,Chips Masala,Lunch,Eat In,,
20,1,Chips Masala,Lunch,Eat In,,
20,0,Chips Masala,Lunch,Eat In,,
14,1,Chips Masala,Lunch,Eat In,,
17,0,Chips Masala,Noon,Eat In,,
21,1,Chips Masala,Noon,Eat In,,
21,0,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
29,0,Chips Masala,Noon,Eat In,,
31,0,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
10,0,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
22,1,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
16,1,Chips Masala,Noon,Eat In,,
22,0,Chips Masala,Noon,Eat In,,
12,0,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
28,0,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
25,0,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
28,0,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
19,0,Chips Masala,Noon,Eat In,,
19,0,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
24,1,Chips Masala,Noon,Eat In,,
21,0,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
25,1,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
23,1,Chips Masala,Noon,Eat In,,
28,0,Chips Masala,Noon,Eat In,,
27,1,Chips Masala,Noon,Eat In,,
21,0,Chips Masala,Noon,Eat In,,
21,1,Chips Masala,Noon,Eat In,,
35,0,Chips Masala,Noon,Eat In,,
23,1,Chips Masala,Noon,Eat In,,
26,0,Chips Masala,Noon,Eat In,,
24,0,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
24,0,Chips Masala,Noon,Eat In,,
24,1,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
14,0,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
14,0,Chips Masala,Noon,Eat In,,
23,1,Chips Masala,Noon,Eat In,,
25,0,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
24,1,Chips Masala,Noon,Eat In,,
23,0,Chips Masala,Noon,Eat In,,
19,0,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
31,0,Chips Masala,Noon,Eat In,,
29,0,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
29,0,Chips Masala,Noon,Eat In,,
22,1,Chips Masala,Noon,Eat In,,
35,1,Chips Masala,Noon,Eat In,,
35,1,Chips Masala,Noon,Eat In,,
8,1,Chips Masala,Noon,Eat In,,
8,0,Chips Masala,Noon,Eat In,,
12,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
22,0,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
23,0,Chips Masala,Noon,Eat In,,
28,0,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
25,1,Chips Masala,Noon,Eat In,,
27,0,Chips Masala,Noon,Eat In,,
21,1,Chips Masala,Noon,Eat In,,
21,0,Chips Masala,Noon,Eat In,,
26,1,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
31,1,Chips Masala,Noon,Eat In,,
9,0,Chips Masala,Noon,Eat In,,
8,1,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
17,1,Chips Masala,Noon,Eat In,,
17,0,Chips Masala,Noon,Eat In,,
12,0,Chips Masala,Noon,Eat In,,
14,0,Chips Masala,Noon,Eat In,,
17,0,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
12,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
21,0,Chips Masala,Noon,Eat In,,
16,1,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
10,1,Chips Masala,Noon,Eat In,,
9,0,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
17,0,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
12,1,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
19,0,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
37,0,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
10,0,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
16,1,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
29,0,Chips Masala,Noon,Eat In,,
29,1,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
16,1,Chips Masala,Noon,Eat In,,
16,1,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
14,0,Chips Masala,Noon,Eat In,,
17,0,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
10,0,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
12,1,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
21,1,Chips Masala,Noon,Eat In,,
38,0,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
25,1,Chips Masala,Noon,Eat In,,
22,1,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
21,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
17,0,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
14,1,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
38,1,Chips Masala,Noon,Eat In,,
40,0,Chips Masala,Noon,Eat In,,
23,1,Chips Masala,Noon,Eat In,,
22,0,Chips Masala,Noon,Eat In,,
27,1,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
17,1,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
21,1,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
14,1,Chips Masala,Noon,Eat In,,
12,0,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
19,0,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
13,1,Chips Masala,Noon,Eat In,,
19,0,Chips Masala,Noon,Eat In,,
22,1,Chips Masala,Noon,Eat In,,
22,0,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
12,1,Chips Masala,Noon,Eat In,,
17,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
14,0,Chips Masala,Noon,Eat In,,
12,0,Chips Masala,Noon,Eat In,,
12,0,Chips Masala,Noon,Eat In,,
17,0,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
19,0,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
10,1,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
12,0,Chips Masala,Noon,Eat In,,
21,0,Chips Masala,Noon,Eat In,,
40,0,Chips Masala,Noon,Eat In,,
22,1,Chips Masala,Noon,Eat In,,
38,1,Chips Masala,Noon,Eat In,,
30,0,Chips Masala,Noon,Eat In,,
45,1,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
10,1,Chips Masala,Noon,Eat In,,
19,0,Chips Masala,Noon,Eat In,,
16,1,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
29,1,Chips Masala,Noon,Eat In,,
29,0,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
13,1,Chips Masala,Noon,Eat In,,
14,0,Chips Masala,Noon,Eat In,,
17,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
10,1,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
12,1,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
13,1,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
21,1,Chips Masala,Noon,Eat In,,
38,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
25,0,Chips Masala,Noon,Eat In,,
22,0,Chips Masala,Noon,Eat In,,
18,0,Chips Masala,Noon,Eat In,,
21,0,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
20,0,Chips Masala,Noon,Eat In,,
17,1,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
14,0,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
16,0,Chips Masala,Noon,Eat In,,
11,0,Chips Masala,Noon,Eat In,,
11,1,Chips Masala,Noon,Eat In,,
38,1,Chips Masala,Noon,Eat In,,
40,0,Chips Masala,Noon,Eat In,,
23,1,Chips Masala,Noon,Eat In,,
22,1,Chips Masala,Noon,Eat In,,
27,1,Chips Masala,Noon,Eat In,,
20,1,Chips Masala,Noon,Eat In,,
17,0,Chips Masala,Noon,Eat In,,
13,1,Chips Masala,Noon,Eat In,,
21,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
14,1,Chips Masala,Noon,Eat In,,
12,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
13,0,Chips Masala,Noon,Eat In,,
19,1,Chips Masala,Noon,Eat In,,
22,0,Chips Masala,Noon,Eat In,,
22,1,Chips Masala,Noon,Eat In,,
15,0,Chips Masala,Noon,Eat In,,
15,1,Chips Masala,Noon,Eat In,,
12,1,Chips Masala,Noon,Eat In,,
17,1,Chips Masala,Noon,Eat In,,
18,1,Chips Masala,Noon,Eat In,,
14,1,Chips Masala,Noon,Eat In,,
12,0,Chips Masala,Noon,Eat In,,
12,0,Chips Masala,Evening,Eat In,,
17,0,Chips Masala,Evening,Eat In,,
15,0,Chips Masala,Evening,Eat In,,
19,1,Chips Masala,Evening,Eat In,,
11,0,Chips Masala,Evening,Eat In,,
10,0,Chips Masala,Evening,Eat In,,
11,1,Chips Masala,Evening,Eat In,,
20,0,Chips Masala,Evening,Eat In,,
